PassengerId,Survived_preds,Survived_probs
1074,1,0.77414301518255
1075,0,0.1282995744248761
1076,1,0.773296518770071
1077,0,0.14265189056854885
1078,1,0.8271331693507821
1079,0,0.0762925294589097
1080,0,0.0879703959382273
1081,0,0.14094252082246356
1082,0,0.13163028926421808
1083,0,0.3606641433717968
1084,0,0.11806528037105705
1085,0,0.09404251769038664
1086,0,0.31940472575852047
1087,0,0.08601763209004185
1088,1,0.8305481729980949
1089,1,0.718616998002801
1090,0,0.2336324505181822
1091,1,0.623576799578144
1092,1,0.7035880601077495
1093,0,0.20618769446258847
1094,1,0.6221091707211512
1095,1,0.8466787997882684
1096,0,0.22059874536972549
1097,0,0.45352502559169444
1098,1,0.6527869525789782
1099,0,0.22704955252616138
1100,1,0.9552026693213604
1101,0,0.11244634759242796
1102,0,0.09471035719214445
1103,0,0.09582929175669277
1104,0,0.3384693909446489
1105,0,0.47305866330355456
1106,0,0.18468467160741758
1107,0,0.41660738459563307
1108,1,0.6960926308213609
1109,0,0.19573437141175404
1110,1,0.9433151701750021
1111,0,0.09623576529300087
1112,1,0.7919221366375916
1113,0,0.12822609318475928
1114,1,0.9613231511282571
1115,0,0.12809310124120726
1116,1,0.845602704405951
1117,1,0.6674770869816221
1118,0,0.12002503070186848
1119,1,0.6959646384794262
1120,0,0.06863579314426894
1121,0,0.15990327000161125
1122,0,0.3546822335637908
1123,1,0.9239563732451197
1124,0,0.09222018213509366
1125,0,0.12836724725471454
1126,1,0.5872948596964433
1127,0,0.13232939524220097
1128,0,0.429464062994904
1129,0,0.18299148116107145
1130,1,0.7818665108372438
1131,1,0.7407898564309514
1132,1,0.8358324052512629
1133,1,0.6461280948023393
1134,0,0.4732235470354637
1135,0,0.09616960867528428
1136,0,0.05957553569691956
1137,0,0.3501102861861976
1138,1,0.8378908987356323
1139,0,0.0938450942170989
1140,1,0.7394827605496209
1141,1,0.6361969154955041
1142,1,0.8659460796979267
1143,0,0.13236746315793826
1144,1,0.665117135017774
1145,0,0.11689511805935636
1146,0,0.08810578117436668
1147,0,0.09603233631289693
1148,0,0.1282995744248761
1149,0,0.10186494881898735
1150,1,0.8476854050713649
1151,0,0.12808222434073924
1152,0,0.05671435960011118
1153,0,0.12812364444312319
1154,1,0.7619552835473873
1155,1,0.7525783319688117
1156,0,0.25920217449779176
1157,0,0.09617298676666315
1158,0,0.33309425446432694
1159,0,0.09603233631289693
1160,1,0.6235081047964528
1161,0,0.14612387432296503
1162,1,0.5138238751021129
1163,0,0.1282995744248761
1164,1,0.9697502011873573
1165,1,0.6228428588869553
1166,0,0.13512598854058677
1167,1,0.7985871432564637
1168,0,0.20204167788616437
1169,0,0.10818422988702293
1170,0,0.1466030345220845
1171,0,0.2403468607075883
1172,1,0.6805059072045062
1173,0,0.16588378176602625
1174,1,0.6959646384794262
1175,1,0.7715234298902771
1176,1,0.7526642381558494
1177,0,0.07745137067695756
1178,0,0.09591046348246644
1179,1,0.5386936512944155
1180,0,0.22425008623257434
1181,0,0.09623576529300087
1182,0,0.3754741491067495
1183,1,0.6927986541028845
1184,0,0.13512828683591235
1185,1,0.5104099989686847
1186,0,0.07820750020374559
1187,0,0.10879329346054664
1188,1,0.9100803804390913
1189,0,0.07486050820763337
1190,0,0.37934004992327275
1191,0,0.09843610398790109
1192,0,0.08895222638606902
1193,1,0.5120111180955769
1194,0,0.11965145494070104
1195,0,0.1165752726824226
1196,1,0.6959646384794262
1197,1,0.738612303437587
1198,0,0.04798901914832803
1199,0,0.21823788928500903
1200,0,0.2577344709364684
1201,0,0.4017544497382527
1202,0,0.14155122526009672
1203,0,0.17214829162915554
1204,0,0.09604249862739782
1205,1,0.6357683961516243
1206,1,0.9520971435787292
1207,1,0.7857751901141206
1208,0,0.4055910605825994
1209,0,0.26127021662949607
1210,0,0.10522650269792247
1211,0,0.14454148858408444
1212,0,0.10873846411019143
1213,0,0.2560556152519652
1214,1,0.6089361803130283
1215,0,0.3334811263660363
1216,1,0.936682484227989
1217,0,0.11965668984495147
1218,1,0.9789631591671962
1219,0,0.3678515881987249
1220,0,0.15434113034200017
1221,0,0.24937674992906358
1222,1,0.6276776428716466
1223,1,0.5254794054430502
1224,0,0.13512598854058677
1225,1,0.7001298065949123
1226,0,0.10524484385246342
1227,1,0.8357366158468628
1228,0,0.180877704306955
1229,0,0.08088736583599314
1230,0,0.23796811105661886
1231,0,0.13512828683591235
1232,0,0.2685006316936231
1233,0,0.08887795719492672
1234,0,0.03411236400772936
1235,1,0.9689037157448738
1236,0,0.06376362707055297
1237,1,0.7332733802437076
1238,0,0.21625783911261712
1239,1,0.6409826669516221
1240,0,0.2295242175872496
1241,1,0.7872474685594555
1242,1,0.9350344464244067
1243,0,0.22059874536972549
1244,0,0.33020533223355963
1245,0,0.07658802545510843
1246,1,0.7442576543484121
1247,0,0.3293677640181597
1248,1,0.8850000595578007
1249,0,0.09616623068993652
1250,0,0.1282995744248761
1251,1,0.5413054532682335
1252,0,0.01078770540809495
1253,1,0.8254075510300435
1254,1,0.7872474685594555
1255,0,0.10558338200938479
1256,1,0.989470579025769
1257,0,0.3545370606829958
1258,0,0.10107669678870307
1259,1,0.7187967317737942
1260,1,0.8842087167456832
1261,0,0.267422856052683
1262,0,0.18667326408192525
1263,1,0.9742696759009281
1264,0,0.31095625531845394
1265,0,0.12389848689403375
1266,1,0.9398424208370675
1267,1,0.9567939345596156
1268,1,0.5168962086422165
1269,0,0.24806435256111148
1270,0,0.3133853241858986
1271,0,0.05249189543759214
1272,0,0.1282995744248761
1273,0,0.14453665062307414
1274,1,0.6305707814678377
1275,1,0.6402956774322098
1276,0,0.19379193794096145
1277,1,0.7654771155460516
1278,0,0.11614799127668772
1279,0,0.08026437072805573
1280,0,0.1689558537776761
1281,0,0.0757545957061337
1282,1,0.6473993287941154
1283,1,0.8748443602052014
1284,0,0.14293112620658793
1285,0,0.11114218179396367
1286,0,0.03385881374246309
1287,1,0.9533745356023543
1288,0,0.15358073880006362
1289,1,0.9885487959929055
1290,0,0.12399216924993793
1291,0,0.12298486751782574
1292,1,0.9765630590988053
1293,0,0.1131895166491661
1294,1,0.94719925541235
1295,0,0.4994706165294188
1296,0,0.3968500050593564
1297,0,0.4854480555977788
1298,0,0.17498183122093797
1299,1,0.516908831166279
1300,1,0.6959357072123264
1301,1,0.7399283239299419
1302,1,0.6959646384794262
1303,1,0.8743521003568465
1304,1,0.6379026334245442
1305,0,0.09623576529300087
1306,1,0.9614719534903463
1307,0,0.07107286762007765
1308,0,0.09623576529300087
1309,0,0.0942650846034978
